timestamp,edificio,zona,sensor_id,flujo,consumo_kwh,temperatura,presion,data_quality,quality_flag
07/01/2026 03/40,Edificio_1,Zona_B,S2,42.4,20.93,25.82,1.4,REAL,0
07/01/2026 03/50,Edificio_1,Zona_B,S2,44.05,21.24,25.35,1.45,REAL,0
07/01/2026 04/00,Edificio_1,Zona_B,S2,43.1,20.47,26.05,1.31,REAL,0
07/01/2026 04/10,Edificio_1,Zona_B,S2,41.18,20.47,26.46,1.32,REAL,0
07/01/2026 04/20,Edificio_1,Zona_B,S2,42.43,21.58,26.58,1.52,REAL,0
07/01/2026 04/30,Edificio_1,Zona_B,S2,42.28,19.99,26.5,1.27,REAL,0
07/01/2026 04/40,Edificio_1,Zona_B,S2,44.7,20.94,26.01,1.3,REAL,0
07/01/2026 04/50,Edificio_1,Zona_B,S2,43.05,19.86,26.92,1.4,REAL,0
07/01/2026 05/00,Edificio_1,Zona_B,S2,44,20.92,27.25,1.42,REAL,0
07/01/2026 05/10,Edificio_1,Zona_B,S2,45.08,19.98,27.3,1.5,REAL,0
07/01/2026 05/20,Edificio_1,Zona_B,S2,45.28,21.85,26.81,1.39,REAL,0
07/01/2026 05/30,Edificio_1,Zona_B,S2,43.31,69.42,27.81,1.44,REAL,0
07/01/2026 05/40,Edificio_1,Zona_B,S2,44.39,20.73,26.69,1.58,REAL,0
07/01/2026 05/50,Edificio_1,Zona_B,S2,44.52,21.41,26.17,1.38,REAL,0
07/01/2026 06/00,Edificio_1,Zona_B,S2,43.95,20.97,27.16,1.59,REAL,0
07/01/2026 06/10,Edificio_1,Zona_B,S2,44.37,20.85,25.92,1.37,REAL,0
07/01/2026 06/20,Edificio_1,Zona_B,S2,43.05,20.84,26.95,1.39,REAL,0
07/01/2026 06/30,Edificio_1,Zona_B,S2,44.23,21.14,26.43,1.56,REAL,0
07/01/2026 06/40,Edificio_1,Zona_B,S2,44.29,21.8,25.58,1.45,REAL,0
07/01/2026 06/50,Edificio_1,Zona_B,S2,43.66,21.23,26.46,1.58,REAL,0
07/01/2026 07/00,Edificio_1,Zona_B,S2,42.31,21.58,26.95,1.52,REAL,0
07/01/2026 07/10,Edificio_1,Zona_B,S2,43.59,21.49,26.07,1.4,REAL,0
07/01/2026 07/20,Edificio_1,Zona_B,S2,43.46,21.2,26.3,1.36,REAL,0
07/01/2026 07/30,Edificio_1,Zona_B,S2,41,20.83,26.77,1.43,REAL,0
07/01/2026 07/40,Edificio_1,Zona_B,S2,43.11,20.81,26.89,1.48,REAL,0
07/01/2026 07/50,Edificio_1,Zona_B,S2,43.67,20.48,26.73,1.44,REAL,0
07/01/2026 08/00,Edificio_1,Zona_B,S2,41.99,20.72,25.96,1.43,REAL,0
07/01/2026 08/10,Edificio_1,Zona_B,S2,44.28,20.58,25.61,1.63,REAL,0
07/01/2026 08/20,Edificio_1,Zona_B,S2,43.36,21.22,26.26,1.43,REAL,0
07/01/2026 08/30,Edificio_1,Zona_B,S2,44.21,20.93,26.06,1.26,REAL,0
07/01/2026 08/40,Edificio_1,Zona_B,S2,42.55,22.1,24.89,1.65,REAL,0
07/01/2026 08/50,Edificio_1,Zona_B,S2,43.09,21.89,26.37,1.37,REAL,0
07/01/2026 09/00,Edificio_1,Zona_B,S2,44.21,20.83,25.44,1.43,REAL,0
07/01/2026 09/10,Edificio_1,Zona_B,S2,40.65,21.41,27.15,1.35,REAL,0
07/01/2026 09/20,Edificio_1,Zona_B,S2,41.52,19.39,26.92,1.46,REAL,0
07/01/2026 09/30,Edificio_1,Zona_B,S2,42.56,21.29,25.95,1.22,REAL,0
07/01/2026 09/40,Edificio_1,Zona_B,S2,39.98,21.15,26.38,1.44,REAL,0
07/01/2026 09/50,Edificio_1,Zona_B,S2,42.7,20.14,25.43,1.32,REAL,0
07/01/2026 10/00,Edificio_1,Zona_B,S2,42.85,20.67,25.3,1.4,REAL,0
07/01/2026 10/10,Edificio_1,Zona_B,S2,41.09,19.66,25.19,1.46,REAL,0
07/01/2026 10/20,Edificio_1,Zona_B,S2,40.38,20.01,25.18,1.62,REAL,0
07/01/2026 10/30,Edificio_1,Zona_B,S2,39.86,20.56,24.17,1.53,REAL,0
07/01/2026 10/40,Edificio_1,Zona_B,S2,40.5,20.7,24.74,1.5,REAL,0
07/01/2026 10/50,Edificio_1,Zona_B,S2,38.63,19.74,24.83,1.43,REAL,0
07/01/2026 11/00,Edificio_1,Zona_B,S2,38.88,18.73,25.16,1.36,REAL,0
07/01/2026 11/10,Edificio_1,Zona_B,S2,39.98,19.81,24.73,1.46,REAL,0
07/01/2026 11/20,Edificio_1,Zona_B,S2,36.79,19.54,24.64,1.5,REAL,0
07/01/2026 11/30,Edificio_1,Zona_B,S2,39.43,20.08,24.43,1.31,REAL,0
07/01/2026 11/40,Edificio_1,Zona_B,S2,40.39,18.91,24,1.58,REAL,0
07/01/2026 11/50,Edificio_1,Zona_B,S2,40.43,19.64,24.45,1.53,REAL,0
07/01/2026 12/00,Edificio_1,Zona_B,S2,38.37,19.17,24.41,1.74,REAL,0
07/01/2026 12/10,Edificio_1,Zona_B,S2,38.92,18.79,24.59,1.51,REAL,0
07/01/2026 12/20,Edificio_1,Zona_B,S2,39.15,19.54,23.79,1.35,REAL,0
07/01/2026 12/30,Edificio_1,Zona_B,S2,37.73,19.28,23.4,1.43,REAL,0
07/01/2026 12/40,Edificio_1,Zona_B,S2,38.27,19.86,23.54,1.36,REAL,0
07/01/2026 12/50,Edificio_1,Zona_B,S2,36.88,19.31,24,1.49,REAL,0
07/01/2026 13/00,Edificio_1,Zona_B,S2,36.46,18.34,23.32,1.47,REAL,0
07/01/2026 13/10,Edificio_1,Zona_B,S2,36.99,19.82,22.97,1.33,REAL,0
07/01/2026 13/20,Edificio_1,Zona_B,S2,35.43,18.34,23.82,1.38,REAL,0
07/01/2026 13/30,Edificio_1,Zona_B,S2,36.81,18.44,22.69,1.54,REAL,0
07/01/2026 13/40,Edificio_1,Zona_B,S2,38.61,18.18,22.42,1.42,REAL,0
07/01/2026 13/50,Edificio_1,Zona_B,S2,36.22,18.8,22.64,1.55,REAL,0
07/01/2026 14/00,Edificio_1,Zona_B,S2,35.66,18.56,22.47,1.53,REAL,0
07/01/2026 14/10,Edificio_1,Zona_B,S2,34.34,19.03,22.04,1.46,REAL,0
07/01/2026 14/20,Edificio_1,Zona_B,S2,36.73,18,21.52,1.51,REAL,0
07/01/2026 14/30,Edificio_1,Zona_B,S2,34.62,18.63,22.16,1.4,REAL,0
07/01/2026 14/40,Edificio_1,Zona_B,S2,35.16,18.65,21.46,1.42,REAL,0
07/01/2026 14/50,Edificio_1,Zona_B,S2,36.12,17.62,22.52,1.3,REAL,0
07/01/2026 15/00,Edificio_1,Zona_B,S2,34.19,17.65,21.93,1.33,REAL,0
07/01/2026 15/10,Edificio_1,Zona_B,S2,32.62,17.23,20.95,1.52,REAL,0
07/01/2026 15/20,Edificio_1,Zona_B,S2,34.97,16.91,21.92,1.49,REAL,0
07/01/2026 15/30,Edificio_1,Zona_B,S2,35.17,17.77,21.12,1.44,REAL,0
07/01/2026 15/40,Edificio_1,Zona_B,S2,35.56,17.5,21.3,1.36,REAL,0
07/01/2026 15/50,Edificio_1,Zona_B,S2,36.13,17.27,21.29,1.43,REAL,0
07/01/2026 16/00,Edificio_1,Zona_B,S2,34.28,18.11,20.24,1.38,REAL,0
07/01/2026 16/10,Edificio_1,Zona_B,S2,33.7,18.03,21.83,1.46,REAL,0
07/01/2026 16/20,Edificio_1,Zona_B,S2,34.41,17.96,20.74,1.48,REAL,0
07/01/2026 16/30,Edificio_1,Zona_B,S2,34.2,17.75,21.07,1.4,REAL,0
07/01/2026 16/40,Edificio_1,Zona_B,S2,33.81,16.8,21.11,1.42,REAL,0
07/01/2026 16/50,Edificio_1,Zona_B,S2,33.16,18.14,21.13,1.51,REAL,0
07/01/2026 17/00,Edificio_1,Zona_B,S2,36.55,17.54,21,1.51,REAL,0
07/01/2026 17/10,Edificio_1,Zona_B,S2,34.19,17.65,21.05,1.44,REAL,0
07/01/2026 17/20,Edificio_1,Zona_B,S2,32.11,18.12,20.38,1.28,REAL,0
07/01/2026 17/30,Edificio_1,Zona_B,S2,33.08,17.79,21.21,1.42,REAL,0
07/01/2026 17/40,Edificio_1,Zona_B,S2,34.46,16.15,20.77,1.43,REAL,0
07/01/2026 17/50,Edificio_1,Zona_B,S2,34.15,18.07,20.5,1.46,REAL,0
07/01/2026 18/00,Edificio_1,Zona_B,S2,34.16,16.79,20.59,1.59,REAL,0
07/01/2026 18/10,Edificio_1,Zona_B,S2,35.41,17.32,20.91,1.52,REAL,0
07/01/2026 18/20,Edificio_1,Zona_B,S2,33,15.94,20.92,1.55,REAL,0
07/01/2026 18/30,Edificio_1,Zona_B,S2,34.22,16.64,20.74,1.52,REAL,0
07/01/2026 18/40,Edificio_1,Zona_B,S2,33.37,17.52,20.71,1.55,REAL,0
07/01/2026 18/50,Edificio_1,Zona_B,S2,33.58,17.64,20.72,1.46,REAL,0
07/01/2026 19/00,Edificio_1,Zona_B,S2,34.62,16.92,21.51,1.54,REAL,0
07/01/2026 19/10,Edificio_1,Zona_B,S2,33.73,17.72,21.07,1.65,REAL,0
07/01/2026 19/20,Edificio_1,Zona_B,S2,33.16,17.42,21.02,1.49,REAL,0
07/01/2026 19/30,Edificio_1,Zona_B,S2,33.1,17.54,20.37,1.43,REAL,0
07/01/2026 19/40,Edificio_1,Zona_B,S2,33.3,17.14,20.95,1.55,REAL,0
07/01/2026 19/50,Edificio_1,Zona_B,S2,33.22,16.55,19.7,1.35,REAL,0
07/01/2026 20/00,Edificio_1,Zona_B,S2,33.83,17.44,21.41,1.24,REAL,0
07/01/2026 20/10,Edificio_1,Zona_B,S2,34.25,17.19,20.55,1.47,REAL,0
07/01/2026 20/20,Edificio_1,Zona_B,S2,32.72,17.48,21.09,1.32,REAL,0
07/01/2026 20/30,Edificio_1,Zona_B,S2,32.76,18.06,21.2,1.47,REAL,0
07/01/2026 20/40,Edificio_1,Zona_B,S2,32.42,16.68,21.06,1.62,REAL,0
07/01/2026 20/50,Edificio_1,Zona_B,S2,34.07,17.79,20.94,1.49,REAL,0
07/01/2026 21/00,Edificio_1,Zona_B,S2,36.26,17,22.27,1.36,REAL,0
07/01/2026 21/10,Edificio_1,Zona_B,S2,36.87,17.46,21.31,1.35,REAL,0
07/01/2026 21/20,Edificio_1,Zona_B,S2,35.84,18.26,21.96,1.51,REAL,0
07/01/2026 21/30,Edificio_1,Zona_B,S2,34.93,17.95,22.07,1.34,REAL,0
07/01/2026 21/40,Edificio_1,Zona_B,S2,34.51,17.98,21.22,1.35,REAL,0
07/01/2026 21/50,Edificio_1,Zona_B,S2,36.67,17.91,21.77,1.29,REAL,0
07/01/2026 22/00,Edificio_1,Zona_B,S2,36.59,19.02,22.54,1.26,REAL,0
07/01/2026 22/10,Edificio_1,Zona_B,S2,37.22,17.36,23.07,1.51,REAL,0
07/01/2026 22/20,Edificio_1,Zona_B,S2,35.93,18.29,22.66,1.49,REAL,0
07/01/2026 22/30,Edificio_1,Zona_B,S2,37.72,18.43,21.85,1.39,REAL,0
07/01/2026 22/40,Edificio_1,Zona_B,S2,37.04,17.31,22.05,1.42,REAL,0
07/01/2026 22/50,Edificio_1,Zona_B,S2,35.19,18.23,21.82,1.47,REAL,0
07/01/2026 23/00,Edificio_1,Zona_B,S2,38.45,18.25,23.54,1.43,REAL,0
07/01/2026 23/10,Edificio_1,Zona_B,S2,38.03,19.2,22.94,1.52,REAL,0
07/01/2026 23/20,Edificio_1,Zona_B,S2,38.09,19.16,23.8,1.33,REAL,0
07/01/2026 23/30,Edificio_1,Zona_B,S2,38.56,18.59,22.71,1.42,REAL,0
07/01/2026 23/40,Edificio_1,Zona_B,S2,38.65,18.56,21.84,1.36,REAL,0
07/01/2026 23/50,Edificio_1,Zona_B,S2,36.95,18.42,23.27,1.58,REAL,0
01/01/2026 00/00,Edificio_1,Zona_C,S3,21.02,10.14,23.04,2.07,REAL,0
01/01/2026 00/10,Edificio_1,Zona_C,S3,22.57,10.8,23.51,1.8,REAL,0
01/01/2026 00/20,Edificio_1,Zona_C,S3,23.71,10.88,22.84,1.83,REAL,0
01/01/2026 00/30,Edificio_1,Zona_C,S3,20.58,9.99,23.31,2.02,REAL,0
01/01/2026 00/40,Edificio_1,Zona_C,S3,20.27,10.46,22.59,1.99,REAL,0
01/01/2026 00/50,Edificio_1,Zona_C,S3,20.35,9.83,22.94,1.89,REAL,0
01/01/2026 01/00,Edificio_1,Zona_C,S3,22.29,11.05,24.74,2.05,REAL,0
01/01/2026 01/10,Edificio_1,Zona_C,S3,22.05,11.23,23.94,2.12,REAL,0
01/01/2026 01/20,Edificio_1,Zona_C,S3,9.99,10.73,23.05,4.34,REAL,0
01/01/2026 01/30,Edificio_1,Zona_C,S3,22.58,12.16,23.65,2.06,REAL,0
01/01/2026 01/40,Edificio_1,Zona_C,S3,23.32,11.39,23.83,1.97,REAL,0
01/01/2026 01/50,Edificio_1,Zona_C,S3,24.31,10.15,23.34,2.03,REAL,0
01/01/2026 02/00,Edificio_1,Zona_C,S3,23.02,12.55,24.98,2.04,REAL,0
01/01/2026 02/10,Edificio_1,Zona_C,S3,23.58,11.01,25,1.86,REAL,0
01/01/2026 02/20,Edificio_1,Zona_C,S3,23.44,11.13,25.56,2.03,REAL,0
01/01/2026 02/30,Edificio_1,Zona_C,S3,23.66,10.97,24.82,2.08,REAL,0
01/01/2026 02/40,Edificio_1,Zona_C,S3,23.78,12.04,24.65,1.8,REAL,0
01/01/2026 02/50,Edificio_1,Zona_C,S3,22.12,12.14,24.92,1.81,REAL,0
01/01/2026 03/00,Edificio_1,Zona_C,S3,26.06,11.5,24.54,1.94,REAL,0
01/01/2026 03/10,Edificio_1,Zona_C,S3,25.42,11.47,25.34,2.18,REAL,0
01/01/2026 03/20,Edificio_1,Zona_C,S3,24.16,11.91,25.35,2.11,REAL,0
01/01/2026 03/30,Edificio_1,Zona_C,S3,23.64,11.59,25.93,1.88,REAL,0
01/01/2026 03/40,Edificio_1,Zona_C,S3,24.84,12.01,25.17,1.98,REAL,0
01/01/2026 03/50,Edificio_1,Zona_C,S3,26.25,11.38,25.09,1.81,REAL,0
01/01/2026 04/00,Edificio_1,Zona_C,S3,25.82,12.46,26.13,2.03,REAL,0
01/01/2026 04/10,Edificio_1,Zona_C,S3,25.85,12.77,26.25,1.94,REAL,0
01/01/2026 04/20,Edificio_1,Zona_C,S3,24.99,12.34,26.54,2.04,REAL,0
01/01/2026 04/30,Edificio_1,Zona_C,S3,24.63,12.19,26.05,2.08,REAL,0
01/01/2026 04/40,Edificio_1,Zona_C,S3,24.72,12.12,26.22,2.07,REAL,0
01/01/2026 04/50,Edificio_1,Zona_C,S3,26.42,11.76,25.95,2.02,REAL,0
01/01/2026 05/00,Edificio_1,Zona_C,S3,26.99,12.79,25.66,1.83,REAL,0
01/01/2026 05/10,Edificio_1,Zona_C,S3,25.39,12.44,25.53,1.84,REAL,0
01/01/2026 05/20,Edificio_1,Zona_C,S3,26.79,11.73,26.39,1.96,REAL,0
01/01/2026 05/30,Edificio_1,Zona_C,S3,26.84,11.72,25.88,2.03,REAL,0
01/01/2026 05/40,Edificio_1,Zona_C,S3,26.74,12.5,25.72,1.99,REAL,0
01/01/2026 05/50,Edificio_1,Zona_C,S3,27.62,12.35,27.05,2.04,REAL,0
01/01/2026 06/00,Edificio_1,Zona_C,S3,24.85,12.42,26.65,1.92,REAL,0
01/01/2026 06/10,Edificio_1,Zona_C,S3,27.57,12.65,26.43,2.02,REAL,0
01/01/2026 06/20,Edificio_1,Zona_C,S3,25.44,12.49,26.02,2.02,REAL,0
01/01/2026 06/30,Edificio_1,Zona_C,S3,26.47,12.57,26.05,1.98,REAL,0
01/01/2026 06/40,Edificio_1,Zona_C,S3,25.97,12.69,26.16,1.99,REAL,0
01/01/2026 06/50,Edificio_1,Zona_C,S3,26.39,11.88,26.25,1.9,REAL,0
01/01/2026 07/00,Edificio_1,Zona_C,S3,27.35,12.24,24.52,2.09,REAL,0
01/01/2026 07/10,Edificio_1,Zona_C,S3,26.2,12.41,25.76,2.05,REAL,0
01/01/2026 07/20,Edificio_1,Zona_C,S3,26.63,13.29,26.64,1.94,REAL,0
01/01/2026 07/30,Edificio_1,Zona_C,S3,27.53,12.39,25.93,1.94,REAL,0
01/01/2026 07/40,Edificio_1,Zona_C,S3,26.75,12.27,25.93,2.06,REAL,0
01/01/2026 07/50,Edificio_1,Zona_C,S3,24.53,12.62,25.45,1.91,REAL,0
01/01/2026 08/00,Edificio_1,Zona_C,S3,25.42,11.42,26,1.8,REAL,0
01/01/2026 08/10,Edificio_1,Zona_C,S3,26.13,12.74,26.32,1.86,REAL,0
01/01/2026 08/20,Edificio_1,Zona_C,S3,26.47,12.48,25.29,2.02,REAL,0
01/01/2026 08/30,Edificio_1,Zona_C,S3,24.89,12.38,25.94,1.99,REAL,0
01/01/2026 08/40,Edificio_1,Zona_C,S3,27.55,12.55,26.05,2.04,REAL,0
01/01/2026 08/50,Edificio_1,Zona_C,S3,24.28,11.94,25.56,2.08,REAL,0
01/01/2026 09/00,Edificio_1,Zona_C,S3,25.02,11.47,25.44,2.08,REAL,0
01/01/2026 09/10,Edificio_1,Zona_C,S3,25.33,12.2,25,1.79,REAL,0
01/01/2026 09/20,Edificio_1,Zona_C,S3,23.27,12.01,25.62,1.99,REAL,0
01/01/2026 09/30,Edificio_1,Zona_C,S3,26.99,12.29,25.5,1.95,REAL,0
01/01/2026 09/40,Edificio_1,Zona_C,S3,24.49,12.09,24.13,1.87,REAL,0
01/01/2026 09/50,Edificio_1,Zona_C,S3,25.48,11.54,24.89,1.97,REAL,0
01/01/2026 10/00,Edificio_1,Zona_C,S3,25.31,10.94,24.4,1.95,REAL,0
01/01/2026 10/10,Edificio_1,Zona_C,S3,24.95,11.21,25.47,1.84,REAL,0
01/01/2026 10/20,Edificio_1,Zona_C,S3,23.82,9.84,24.45,1.9,REAL,0
01/01/2026 10/30,Edificio_1,Zona_C,S3,21.8,11.28,24.11,1.98,REAL,0
01/01/2026 10/40,Edificio_1,Zona_C,S3,24.07,12.21,25.23,1.93,REAL,0
01/01/2026 10/50,Edificio_1,Zona_C,S3,21.78,11.39,25.28,2.06,REAL,0
01/01/2026 11/00,Edificio_1,Zona_C,S3,24.09,10.57,23.97,1.91,REAL,0
01/01/2026 11/10,Edificio_1,Zona_C,S3,21.83,11.32,23.87,2.04,REAL,0
01/01/2026 11/20,Edificio_1,Zona_C,S3,22.6,10.55,24.82,1.9,REAL,0
01/01/2026 11/30,Edificio_1,Zona_C,S3,23.28,10.97,24.17,2.12,REAL,0
01/01/2026 11/40,Edificio_1,Zona_C,S3,22.36,11.57,23.79,2.05,REAL,0
01/01/2026 11/50,Edificio_1,Zona_C,S3,22.97,10.24,23.69,1.83,REAL,0
01/01/2026 12/00,Edificio_1,Zona_C,S3,21.81,10.87,23.1058806,2.1,IMPUTED,1
01/01/2026 12/10,Edificio_1,Zona_C,S3,22.99,9.87,23.02,1.97,REAL,0
01/01/2026 12/20,Edificio_1,Zona_C,S3,22.68,10.5,22.98,1.88,REAL,0
01/01/2026 12/30,Edificio_1,Zona_C,S3,21.61,10.36,22.86,2.08,REAL,0
01/01/2026 12/40,Edificio_1,Zona_C,S3,20.7,11.17,23.3,1.9,REAL,0
01/01/2026 12/50,Edificio_1,Zona_C,S3,21.69,10.9,22.87,1.81,REAL,0
01/01/2026 13/00,Edificio_1,Zona_C,S3,20.97,9.98,21.84,1.99,REAL,0
01/01/2026 13/10,Edificio_1,Zona_C,S3,19.2,9.67,22.7,1.97,REAL,0
01/01/2026 13/20,Edificio_1,Zona_C,S3,9.44,9.71,21.5,4.38,REAL,0
01/01/2026 13/30,Edificio_1,Zona_C,S3,19.59,9.9,22.43,2.03,REAL,0
01/01/2026 13/40,Edificio_1,Zona_C,S3,17.72,9.37,21.33,1.89,REAL,0
01/01/2026 13/50,Edificio_1,Zona_C,S3,19.47,10.27,22.33,2.08,REAL,0
01/01/2026 14/00,Edificio_1,Zona_C,S3,18.61,9.61,21.67,1.98,REAL,0
01/01/2026 14/10,Edificio_1,Zona_C,S3,19.59,9.56,21.15,1.98,REAL,0
01/01/2026 14/20,Edificio_1,Zona_C,S3,19.01,10.63,21.13,1.82,REAL,0
01/01/2026 14/30,Edificio_1,Zona_C,S3,19.22,8.8,20.71,1.93,REAL,0
01/01/2026 14/40,Edificio_1,Zona_C,S3,19.33,9.43,21.94,1.97,REAL,0
01/01/2026 14/50,Edificio_1,Zona_C,S3,17.54,9.83,20.86,2.05,REAL,0
01/01/2026 15/00,Edificio_1,Zona_C,S3,16.92,9.12,21.46,2.07,REAL,0
01/01/2026 15/10,Edificio_1,Zona_C,S3,17.36,9.2,20.99,2.04,REAL,0
01/01/2026 15/20,Edificio_1,Zona_C,S3,18.63,8.41,20.81,1.93,REAL,0
01/01/2026 15/30,Edificio_1,Zona_C,S3,18.63,9.45,20.65,1.94,REAL,0
01/01/2026 15/40,Edificio_1,Zona_C,S3,18.04,8.95,21.17,1.73,REAL,0
01/01/2026 15/50,Edificio_1,Zona_C,S3,16.65,9.19,21.29,2.01,REAL,0
01/01/2026 16/00,Edificio_1,Zona_C,S3,17.64,7.73,20.95,1.84,REAL,0
01/01/2026 16/10,Edificio_1,Zona_C,S3,17.12,8.85,20.45,1.9,REAL,0
01/01/2026 16/20,Edificio_1,Zona_C,S3,18.47,7.98,20.52,1.79,REAL,0
01/01/2026 16/30,Edificio_1,Zona_C,S3,15.85,8.71,20.5,1.83,REAL,0
01/01/2026 16/40,Edificio_1,Zona_C,S3,19.88,7.76,21.33,2.01,REAL,0
01/01/2026 16/50,Edificio_1,Zona_C,S3,18.41,8.95,20.51,1.92,REAL,0
01/01/2026 17/00,Edificio_1,Zona_C,S3,16.41,8.03,20.67,1.92,REAL,0
01/01/2026 17/10,Edificio_1,Zona_C,S3,16.63,9.31,20.57,2.08,REAL,0
01/01/2026 17/20,Edificio_1,Zona_C,S3,16.08,8.56,20.6,1.95,REAL,0
01/01/2026 17/30,Edificio_1,Zona_C,S3,17.3,9.15,20.89,2.05,REAL,0
01/01/2026 17/40,Edificio_1,Zona_C,S3,14.88,8.94,20.19,1.84,REAL,0
01/01/2026 17/50,Edificio_1,Zona_C,S3,14.79,8.78,20.63,1.87,REAL,0
01/01/2026 18/00,Edificio_1,Zona_C,S3,15.37,7.68,19.35,1.98,REAL,0
01/01/2026 18/10,Edificio_1,Zona_C,S3,16.4,8.67,20.09,1.97,REAL,0
01/01/2026 18/20,Edificio_1,Zona_C,S3,16.01,8.32,19.7,1.97,REAL,0
01/01/2026 18/30,Edificio_1,Zona_C,S3,17.53,9.39,20.1,2.01,REAL,0
01/01/2026 18/40,Edificio_1,Zona_C,S3,15.37,8.73,19.79,2.01,REAL,0
01/01/2026 18/50,Edificio_1,Zona_C,S3,16.98,8.8,20.69,1.92,REAL,0
01/01/2026 19/00,Edificio_1,Zona_C,S3,15.64,9.16,20.42,2.03,REAL,0
01/01/2026 19/10,Edificio_1,Zona_C,S3,15.84,9.11,20.15,1.95,REAL,0
01/01/2026 19/20,Edificio_1,Zona_C,S3,17.26,9.3,19.37,2.02,REAL,0
01/01/2026 19/30,Edificio_1,Zona_C,S3,14.01,8.64,20.12,2.06,REAL,0
01/01/2026 19/40,Edificio_1,Zona_C,S3,15.99,9.13,20.87,2,REAL,0
01/01/2026 19/50,Edificio_1,Zona_C,S3,15.97,8.29,20.67,2.03,REAL,0
01/01/2026 20/00,Edificio_1,Zona_C,S3,17.74,7.62,20.5,1.89,REAL,0
01/01/2026 20/10,Edificio_1,Zona_C,S3,18.22,8.77,20.75,1.98,REAL,0
01/01/2026 20/20,Edificio_1,Zona_C,S3,17.63,8.81,19.47,1.87,REAL,0
01/01/2026 20/30,Edificio_1,Zona_C,S3,17.2,9.23,20.34,2.11,REAL,0
01/01/2026 20/40,Edificio_1,Zona_C,S3,15.78,8.77,20.87,1.95,REAL,0
01/01/2026 20/50,Edificio_1,Zona_C,S3,16.98,8.66,21.1,1.76,REAL,0
01/01/2026 21/00,Edificio_1,Zona_C,S3,19.01,9.2,21.34,2.05,REAL,0
01/01/2026 21/10,Edificio_1,Zona_C,S3,16.68,8.47,20.54,1.94,REAL,0
01/01/2026 21/20,Edificio_1,Zona_C,S3,18.29,8.6,20.78,2.04,REAL,0
01/01/2026 21/30,Edificio_1,Zona_C,S3,17.1,8.21,20.99,1.83,REAL,0
01/01/2026 21/40,Edificio_1,Zona_C,S3,19.94,8.55,23.1058806,2.01,IMPUTED,1
01/01/2026 21/50,Edificio_1,Zona_C,S3,19.66,9.46,21.16,2.13,REAL,0
01/01/2026 22/00,Edificio_1,Zona_C,S3,18.2,10.31,21.95,1.99,REAL,0
01/01/2026 22/10,Edificio_1,Zona_C,S3,20.42,9.58,21.8,1.94,REAL,0
01/01/2026 22/20,Edificio_1,Zona_C,S3,18.16,9.93,20.13,2.16,REAL,0
01/01/2026 22/30,Edificio_1,Zona_C,S3,19.95,9.35,21.82,1.83,REAL,0
01/01/2026 22/40,Edificio_1,Zona_C,S3,20.94,9.43,21.96,1.95,REAL,0
01/01/2026 22/50,Edificio_1,Zona_C,S3,18.72,9.86,21.31,1.86,REAL,0
01/01/2026 23/00,Edificio_1,Zona_C,S3,20.47,9.26,23.07,1.93,REAL,0
01/01/2026 23/10,Edificio_1,Zona_C,S3,19.33,9.95,23.14,1.95,REAL,0
01/01/2026 23/20,Edificio_1,Zona_C,S3,19.93,9.79,22.72,2.04,REAL,0
01/01/2026 23/30,Edificio_1,Zona_C,S3,19.21,10.26,23.14,1.91,REAL,0
01/01/2026 23/40,Edificio_1,Zona_C,S3,21.73,9.46,22.71,1.93,REAL,0
01/01/2026 23/50,Edificio_1,Zona_C,S3,20.58,9.35,22.99,1.89,REAL,0
02/01/2026 00/00,Edificio_1,Zona_C,S3,20.99,10.7,22.18,1.98,REAL,0
02/01/2026 00/10,Edificio_1,Zona_C,S3,18.91,10.56,22.59,2.14,REAL,0
02/01/2026 00/20,Edificio_1,Zona_C,S3,21.57,10.94,22.72,1.88,REAL,0
02/01/2026 00/30,Edificio_1,Zona_C,S3,21.05,10.06,23.24,2.08,REAL,0
02/01/2026 00/40,Edificio_1,Zona_C,S3,21.96,28.82,22.83,2.15,REAL,0
02/01/2026 00/50,Edificio_1,Zona_C,S3,21.77,10.32,22.56,1.95,REAL,0
02/01/2026 01/00,Edificio_1,Zona_C,S3,23.15,11.91,23.7,1.82,REAL,0
02/01/2026 01/10,Edificio_1,Zona_C,S3,22.8,10.51,24.22,1.98,REAL,0
02/01/2026 01/20,Edificio_1,Zona_C,S3,21.9,11.3,23.82,1.91,REAL,0
02/01/2026 01/30,Edificio_1,Zona_C,S3,23.91,10.2,23.69,2.15,REAL,0
02/01/2026 01/40,Edificio_1,Zona_C,S3,22.01,30.25,23.92,1.88,REAL,0
02/01/2026 01/50,Edificio_1,Zona_C,S3,22.74,10.07,23.96,1.81,REAL,0
02/01/2026 02/00,Edificio_1,Zona_C,S3,23.73,9.8,24.58,2.17,REAL,0
02/01/2026 02/10,Edificio_1,Zona_C,S3,22.73,10.55,25.15,2.06,REAL,0
02/01/2026 02/20,Edificio_1,Zona_C,S3,24.35,11.5,24.9,1.99,REAL,0
02/01/2026 02/30,Edificio_1,Zona_C,S3,26.16,11.61,23.9,1.92,REAL,0
02/01/2026 02/40,Edificio_1,Zona_C,S3,22.66,10.64,24.09,1.84,REAL,0
02/01/2026 02/50,Edificio_1,Zona_C,S3,21.96,11.56,23.39,2,REAL,0
02/01/2026 03/00,Edificio_1,Zona_C,S3,23.34,12.77,25.23,1.92,REAL,0
